Patente|Pedimento|SeccionAduanera|ClaveContribucion|FormaPago|ImportePago|TipoPedimento|FechaPagoReal
3992|5006994|510|23|0|46|1|2025-10-02 16:34:05|
3992|5007700|510|23|0|46|1|2025-10-21 15:50:01|
3992|5007425|510|1|0|14041|1|2025-10-16 18:31:06|
3992|5007388|510|23|0|46|1|2025-10-16 19:48:02|
3992|5007834|510|1|0|5088|1|2025-10-27 19:03:02|
3992|5007006|510|23|0|46|1|2025-10-09 15:58:03|
3992|5007825|510|23|0|46|1|2025-10-27 17:43:00|
3992|5007299|510|15|0|290|1|2025-10-10 19:21:01|
3992|5006989|510|1|0|12755|1|2025-10-02 16:34:03|
3992|5007797|510|1|0|14673|1|2025-10-28 12:21:01|
3992|5007100|510|23|0|46|1|2025-10-03 12:19:01|
3992|5006987|510|15|0|290|1|2025-10-02 16:34:02|
3992|5007396|510|15|0|290|1|2025-10-16 19:48:04|
3992|5007691|510|23|0|46|1|2025-10-27 17:43:03|
3992|5007202|510|23|0|46|1|2025-10-13 11:11:01|
3992|5007154|510|1|0|8609|1|2025-10-02 15:10:02|
3992|5007753|510|1|0|15256|1|2025-10-22 17:10:02|
3992|5007390|510|1|0|5131|1|2025-10-16 19:48:02|
3992|5007860|510|23|0|46|1|2025-10-29 15:08:00|
3992|5007876|510|23|0|46|1|2025-10-29 16:02:02|
3992|5007140|510|1|0|6151|1|2025-10-02 15:12:04|
3920|5001143|650|15|0|290|1|2025-10-10 11:03:04|
3992|5007175|510|23|0|46|1|2025-10-09 13:34:02|
3992|5007249|510|23|0|46|1|2025-10-16 15:07:03|
3992|5007869|510|15|0|290|1|2025-10-29 16:54:00|
3992|5007419|510|15|0|290|1|2025-10-16 18:31:03|
3992|5007182|510|23|0|46|1|2025-10-03 10:13:01|
3992|5007263|510|23|0|46|1|2025-10-16 19:47:05|
3992|5007880|510|23|0|46|1|2025-10-29 16:54:01|
3992|5007297|510|15|0|290|1|2025-10-28 15:14:01|
3992|5007264|510|23|0|46|1|2025-10-16 19:47:06|
3992|5007873|510|23|0|46|1|2025-10-29 16:02:01|
3992|5007738|510|15|0|290|1|2025-10-27 13:10:06|
3992|5007479|510|15|0|290|1|2025-10-28 12:19:05|
3992|5006997|510|23|0|46|1|2025-10-22 15:24:01|
3992|5007097|510|1|0|10342|1|2025-10-03 12:03:01|
3992|5007000|510|15|0|290|1|2025-10-09 15:58:02|
1861|5004611|370|23|0|46|1|2025-10-23 16:53:02|
3992|5007699|510|1|0|12117|1|2025-10-21 15:49:01|
3992|5007285|510|1|0|6338|1|2025-10-13 10:37:01|
3992|5007409|510|15|0|290|1|2025-10-16 19:48:07|
3992|5007740|510|15|0|290|1|2025-10-27 13:11:03|
3992|5007151|510|15|0|290|1|2025-10-02 15:10:00|
3992|5007369|510|1|0|12332|1|2025-10-16 19:47:09|
3992|5006987|510|1|0|12755|1|2025-10-02 16:34:02|
3992|5007413|510|23|0|46|1|2025-10-16 19:11:03|
3992|5007703|510|15|0|290|1|2025-10-21 16:00:13|
3992|5007864|510|1|0|12791|1|2025-10-29 15:08:03|
3992|5007404|510|23|0|46|1|2025-10-16 19:48:08|
3992|5007783|510|23|0|46|1|2025-10-27 18:16:01|
3992|5007754|510|1|0|15256|1|2025-10-22 17:10:02|
3992|5007738|510|23|0|46|1|2025-10-27 13:10:06|
3992|5007021|510|1|0|12077|1|2025-10-02 17:09:02|
3992|5007882|510|1|0|5551|1|2025-10-29 16:54:02|
3992|5007106|510|15|0|290|1|2025-10-27 17:43:04|
3992|5007212|510|1|0|14137|1|2025-10-16 19:47:00|
3992|5007792|510|1|0|11224|1|2025-10-27 17:18:01|
3992|5007127|510|23|0|46|1|2025-10-03 14:21:02|
3992|5007114|510|23|0|46|1|2025-10-10 16:21:04|
3992|5007262|510|23|0|46|1|2025-10-16 19:47:05|
3992|5007252|510|23|0|46|1|2025-10-15 16:24:00|
3992|5007207|510|1|0|18513|1|2025-10-10 16:23:02|
3992|5007011|510|1|0|14082|1|2025-10-09 15:58:03|
3992|5007791|510|1|0|11224|1|2025-10-28 16:49:03|
3992|5007792|510|15|0|290|1|2025-10-27 17:18:01|
3992|5007292|510|15|0|290|1|2025-10-10 17:49:02|
3992|5007754|510|23|0|46|1|2025-10-22 17:10:02|
3992|5006664|510|23|0|46|1|2025-10-10 16:27:03|
3992|5007142|510|1|0|6151|1|2025-10-02 15:12:04|
3992|5007897|510|1|0|6244|1|2025-10-29 20:28:02|
3992|5007805|510|23|0|46|1|2025-10-30 17:57:00|
3992|5007357|510|1|0|8054|1|2025-10-16 19:46:01|
3992|5007274|510|23|0|46|1|2025-10-28 13:51:02|
3992|5007268|510|15|0|290|1|2025-10-15 15:33:04|
3992|5007190|510|23|0|46|1|2025-10-10 17:02:00|
3992|5007429|510|23|0|46|1|2025-10-16 20:49:01|
3992|5007389|510|15|0|290|1|2025-10-16 20:20:01|
3992|5007220|510|15|0|290|1|2025-10-16 19:47:04|
3992|5007888|510|15|0|290|1|2025-10-29 18:25:01|
3992|5007005|510|15|0|290|1|2025-10-22 15:24:02|
3992|5007390|510|23|0|46|1|2025-10-16 19:48:02|
3992|5007162|510|1|0|10197|1|2025-10-02 16:12:02|
3992|5007104|510|1|0|18487|1|2025-10-03 12:37:00|
3992|5007263|510|1|0|11316|1|2025-10-16 19:47:05|
3992|5007367|510|15|0|290|1|2025-10-16 19:47:09|
3992|5007021|510|23|0|46|1|2025-10-02 17:09:02|
3992|5007140|510|23|0|46|1|2025-10-02 15:12:04|
3992|5007426|510|1|0|14041|1|2025-10-16 18:31:06|
3992|5007831|510|1|0|5088|1|2025-10-27 19:03:03|
3992|5007874|510|23|0|46|1|2025-10-29 16:02:01|
3992|5006780|510|23|0|46|1|2025-10-16 18:38:01|
3992|5007406|510|1|0|6230|1|2025-10-16 19:48:05|
3992|5007356|510|23|0|46|1|2025-10-16 19:46:00|
3992|5007732|510|23|0|46|1|2025-10-21 16:19:03|
3992|5007216|510|1|0|14137|1|2025-10-16 19:47:02|
3992|5007160|510|23|0|46|1|2025-10-02 16:12:01|
3992|5007218|510|15|0|290|1|2025-10-16 19:47:03|
3992|5007214|510|15|0|290|1|2025-10-16 19:47:01|
3992|5007409|510|23|0|46|1|2025-10-16 19:48:07|
3992|5007402|510|15|0|290|1|2025-10-28 12:19:02|
3992|5007002|510|23|0|46|1|2025-10-22 15:24:01|
3992|5007444|510|23|0|46|1|2025-10-17 13:31:05|
3992|5007102|510|23|0|46|1|2025-10-03 12:37:00|
3992|5007860|510|15|0|290|1|2025-10-29 15:08:00|
3992|5007213|510|23|0|46|1|2025-10-16 19:47:01|
3992|5007125|510|23|0|46|1|2025-10-03 12:58:01|
3992|5007190|510|1|0|12667|1|2025-10-10 17:02:00|
3992|5007221|510|1|0|5545|1|2025-10-13 11:11:02|
3992|5007356|510|1|0|8054|1|2025-10-16 19:46:00|
3992|5007374|510|15|0|290|1|2025-10-16 21:42:00|
3992|5007388|510|1|0|5131|1|2025-10-16 19:48:02|
3992|5007153|510|1|0|8609|1|2025-10-02 15:10:01|
3992|5007399|510|1|0|18203|1|2025-10-28 12:19:02|
3992|5007302|510|1|0|4973|1|2025-10-17 12:02:01|
3992|5007004|510|15|0|290|1|2025-10-22 15:24:02|
3992|5007217|510|15|0|290|1|2025-10-16 19:47:03|
3992|5007106|510|1|0|14111|1|2025-10-27 17:43:04|
3992|5007443|510|1|0|6230|1|2025-10-17 13:31:04|
3992|5007870|510|23|0|46|1|2025-10-29 16:54:01|
3992|5007248|510|15|0|290|1|2025-10-15 16:58:02|
3992|5007286|510|1|0|6338|1|2025-10-10 18:39:02|
3992|5006990|510|23|0|46|1|2025-10-02 16:34:04|
3992|5007258|510|15|0|290|1|2025-10-14 14:47:03|
3992|5007797|510|23|0|46|1|2025-10-28 12:21:01|
3992|5007254|510|15|0|290|1|2025-10-15 16:24:01|
3992|5007152|510|23|0|46|1|2025-10-02 15:10:01|
3992|5007408|510|23|0|46|1|2025-10-16 19:48:06|
3992|5007324|510|1|0|48707|1|2025-10-17 13:50:01|
3992|5007364|510|15|0|290|1|2025-10-16 19:47:08|
3992|5007682|510|15|0|290|1|2025-10-21 16:19:02|
3992|5007214|510|23|0|46|1|2025-10-16 19:47:01|
3992|5007369|510|23|0|46|1|2025-10-16 19:47:09|
3992|5006781|510|1|0|14139|1|2025-10-16 18:38:02|
3992|5007788|510|23|0|46|1|2025-10-27 17:18:02|
3992|5007869|510|23|0|46|1|2025-10-29 16:54:00|
3992|5007137|510|1|0|6810|1|2025-10-02 15:12:03|
3992|5007258|510|23|0|46|1|2025-10-14 14:47:03|
3992|5007138|510|15|0|290|1|2025-10-02 15:12:03|
3992|5007152|510|1|0|8609|1|2025-10-02 15:10:01|
3992|5007392|510|1|0|5131|1|2025-10-16 19:48:03|
3992|5006414|510|23|0|46|1|2025-10-10 17:38:03|
3992|5007735|510|15|0|290|1|2025-10-27 13:10:04|
3992|5007402|510|23|0|46|1|2025-10-28 12:19:02|
3992|5007389|510|23|0|46|1|2025-10-16 20:20:01|
3992|5007684|510|23|0|46|1|2025-10-21 16:19:02|
3992|5007150|510|15|0|290|1|2025-10-02 15:23:01|
3992|5007347|510|15|0|290|1|2025-10-17 12:02:02|
3992|5007127|510|15|0|290|1|2025-10-03 14:21:02|
3992|5007781|510|23|0|46|1|2025-10-28 14:10:01|
3992|5007440|510|1|0|6230|1|2025-10-17 13:31:03|
3992|5007948|510|23|0|46|1|2025-10-31 17:23:01|
3992|5007213|510|1|0|14137|1|2025-10-16 19:47:01|
3992|5006626|510|15|0|290|1|2025-10-10 17:49:04|
3992|5007471|510|23|0|46|1|2025-10-21 16:17:06|
3992|5007292|510|1|0|12383|1|2025-10-10 17:49:02|
3992|5007308|510|1|0|6324|1|2025-10-16 21:23:01|
3992|5007829|510|1|0|5088|1|2025-10-27 19:03:03|
3992|5007229|510|15|0|290|1|2025-10-16 15:07:03|
3992|5006939|510|15|0|290|1|2025-10-10 18:26:01|
3992|5007718|510|15|0|290|1|2025-10-21 16:18:06|
3992|5007734|510|23|0|46|1|2025-10-27 13:10:02|
3992|5007883|510|1|0|5551|1|2025-10-29 16:54:03|
3992|5007423|510|15|0|290|1|2025-10-16 18:31:05|
3992|5006991|510|1|0|12755|1|2025-10-02 16:34:04|
3992|5007360|510|15|0|290|1|2025-10-16 19:46:02|
3992|5007235|510|23|0|46|1|2025-10-15 15:12:01|
3992|5006867|510|15|0|290|1|2025-10-02 17:09:03|
3992|5007387|510|1|0|5131|1|2025-10-16 19:48:01|
3992|5007836|510|15|0|290|1|2025-10-27 19:03:04|
3992|5007256|510|23|0|46|1|2025-10-14 14:47:02|
3992|5007421|510|23|0|46|1|2025-10-16 18:31:04|
3992|5007861|510|23|0|46|1|2025-10-29 15:08:01|
3992|5007477|510|23|0|46|1|2025-10-28 12:19:04|
3992|5007267|510|15|0|290|1|2025-10-15 15:33:03|
3992|5007463|510|1|0|14025|1|2025-10-21 16:17:02|
3992|5007701|510|15|0|290|1|2025-10-21 15:50:01|
3992|5007881|510|23|0|46|1|2025-10-29 16:54:02|
3992|5007133|510|1|0|11723|1|2025-10-03 14:21:05|
3992|5007714|510|1|0|6181|1|2025-10-21 16:18:04|
3992|5007395|510|1|0|5131|1|2025-10-16 19:48:04|
3992|5006749|510|15|0|290|1|2025-10-16 15:07:02|
3992|5007899|510|15|0|290|1|2025-10-29 20:28:01|
3992|5007479|510|1|0|18202|1|2025-10-28 12:19:05|
3992|5007743|510|15|0|290|1|2025-10-27 13:11:07|
3992|5007128|510|15|0|290|1|2025-10-03 14:21:03|
3992|5007371|510|1|0|12332|1|2025-10-16 19:47:10|
3992|5007098|510|1|0|10342|1|2025-10-03 12:03:01|
3992|5007130|510|15|0|290|1|2025-10-03 14:21:04|
3992|5007154|510|23|0|46|1|2025-10-02 15:10:02|
3992|5006867|510|23|0|46|1|2025-10-02 17:09:03|
3992|5007873|510|15|0|290|1|2025-10-29 16:02:01|
3992|5007950|510|23|0|46|1|2025-10-31 18:16:02|
3992|5007339|510|1|0|19899|1|2025-10-14 12:50:01|
3992|5007112|510|1|0|13904|1|2025-10-10 16:21:03|
3992|5007721|510|23|0|46|1|2025-10-21 14:05:01|
3992|5007117|510|15|0|290|1|2025-10-10 16:21:02|
3992|5007134|510|23|0|46|1|2025-10-02 15:12:02|
3992|5006667|510|15|0|290|1|2025-10-10 16:27:01|
3992|5007410|510|23|0|46|1|2025-10-27 13:12:04|
3992|5007480|510|1|0|18202|1|2025-10-28 12:19:06|
3992|5007399|510|15|0|290|1|2025-10-28 12:19:02|
3992|5007296|510|23|0|46|1|2025-10-28 15:14:00|
3992|5007108|510|1|0|14111|1|2025-10-27 17:43:02|
3992|5007259|510|15|0|290|1|2025-10-14 14:48:02|
3992|5007709|510|23|0|46|1|2025-10-21 16:18:01|
3992|5007160|510|15|0|290|1|2025-10-02 16:12:01|
3992|5007280|510|1|0|5545|1|2025-10-10 18:07:01|
3992|5007306|510|23|0|46|1|2025-10-16 21:23:01|
3992|5007257|510|23|0|46|1|2025-10-14 14:47:03|
3992|5007260|510|1|0|11316|1|2025-10-16 20:19:01|
3992|5006994|510|15|0|290|1|2025-10-02 16:34:05|
3992|5007291|510|1|0|12383|1|2025-10-10 17:49:02|
3992|5007374|510|23|0|46|1|2025-10-16 21:42:00|
3992|5007740|510|23|0|46|1|2025-10-27 13:11:03|
3992|5007001|510|15|0|290|1|2025-10-09 15:58:02|
3992|5007265|510|1|0|11316|1|2025-10-16 19:47:06|
3992|5007448|510|15|0|290|1|2025-10-17 13:31:06|
3992|5007205|510|15|0|290|1|2025-10-10 16:23:02|
3992|5007418|510|15|0|290|1|2025-10-16 18:31:03|
3992|5007842|510|15|0|290|1|2025-10-31 19:49:00|
3992|5007360|510|1|0|8054|1|2025-10-16 19:46:02|
3992|5007863|510|1|0|12791|1|2025-10-29 15:08:02|
3992|5007285|510|23|0|46|1|2025-10-13 10:37:01|
3992|5007403|510|1|0|6897|1|2025-10-16 19:48:07|
3992|5007951|510|1|0|19944|1|2025-10-31 18:16:02|
3992|5007887|510|1|0|6244|1|2025-10-29 20:28:01|
3992|5007400|510|1|0|18203|1|2025-10-28 12:19:00|
3992|5007176|510|15|0|290|1|2025-10-09 13:34:03|
3992|5007215|510|15|0|290|1|2025-10-16 19:47:02|
3992|5007803|510|15|0|290|1|2025-10-27 18:47:03|
3992|5007870|510|1|0|6344|1|2025-10-29 16:54:01|
3992|5007882|510|15|0|290|1|2025-10-29 16:54:02|
3992|5007177|510|23|0|46|1|2025-10-09 13:34:03|
3992|5007156|510|1|0|8612|1|2025-10-02 15:10:03|
3992|5007727|510|23|0|46|1|2025-10-27 19:11:02|
3992|5006985|510|15|0|290|1|2025-10-02 16:34:01|
3992|5007327|510|15|0|290|1|2025-10-15 13:55:04|
3992|5007278|510|1|0|19060|1|2025-10-15 15:27:01|
3992|5007453|510|23|0|46|1|2025-10-28 12:19:03|
3992|5006869|510|1|0|12077|1|2025-10-02 17:09:04|
3992|5007019|510|23|0|46|1|2025-10-02 17:09:01|
3992|5007814|510|1|0|5329|1|2025-10-29 15:37:01|
3992|5007869|510|1|0|6344|1|2025-10-29 16:54:00|
3992|5007887|510|15|0|290|1|2025-10-29 20:28:01|
3992|5007864|510|23|0|46|1|2025-10-29 15:08:03|
3992|5007221|510|15|0|290|1|2025-10-13 11:11:02|
3992|5007400|510|23|0|46|1|2025-10-28 12:19:00|
3992|5007865|510|15|0|290|1|2025-10-29 15:08:03|
3992|5007710|510|15|0|290|1|2025-10-21 16:18:02|
3992|5007003|510|23|0|46|1|2025-10-22 15:24:02|
3992|5007251|510|1|0|14139|1|2025-10-16 15:07:05|
3992|5006869|510|23|0|46|1|2025-10-02 17:09:04|
3992|5007417|510|15|0|290|1|2025-10-16 18:31:02|
3992|5007445|510|23|0|46|1|2025-10-17 13:31:05|
3992|5007266|510|1|0|11332|1|2025-10-16 19:47:07|
3992|5006987|510|23|0|46|1|2025-10-02 16:34:02|
3992|5007787|510|1|0|11231|1|2025-10-27 17:18:01|
3381|5009421|370|1|0|446|1|2025-10-24 17:28:01|
3992|5007286|510|15|0|290|1|2025-10-10 18:39:02|
3992|5007442|510|1|0|6230|1|2025-10-17 13:31:04|
3992|5007464|510|1|0|14025|1|2025-10-21 16:17:03|
3992|5007450|510|23|0|46|1|2025-10-17 13:31:07|
3992|5007866|510|1|0|12791|1|2025-10-29 15:09:01|
3992|5007175|510|1|0|6240|1|2025-10-09 13:34:02|
3992|5007450|510|15|0|290|1|2025-10-17 13:31:07|
3992|5007396|510|1|0|5131|1|2025-10-16 19:48:04|
3992|5007359|510|23|0|46|1|2025-10-16 19:46:02|
3992|5007690|510|23|0|46|1|2025-10-27 17:43:02|
3992|5007789|510|1|0|11224|1|2025-10-27 17:18:03|
3992|5007007|510|1|0|14066|1|2025-10-09 15:58:03|
3992|5007142|510|23|0|46|1|2025-10-02 15:12:04|
3992|5007377|510|1|0|5600|1|2025-10-16 21:42:02|
3992|5007101|510|15|0|290|1|2025-10-03 12:37:01|
3992|5007952|510|15|0|290|1|2025-10-31 18:16:02|
3992|5007289|510|1|0|12383|1|2025-10-10 17:49:01|
3920|5001143|650|1|0|445|1|2025-10-10 11:03:04|
3992|5007717|510|1|0|6181|1|2025-10-21 16:18:06|
3992|5007865|510|1|0|12791|1|2025-10-29 15:08:03|
3992|5007370|510|1|0|12332|1|2025-10-16 19:47:10|
3992|5007108|510|15|0|290|1|2025-10-27 17:43:02|
3992|5007692|510|15|0|290|1|2025-10-27 17:43:03|
3992|5007103|510|1|0|18487|1|2025-10-03 12:37:01|
3992|5007473|510|1|0|6634|1|2025-10-21 16:18:08|
3992|5007154|510|15|0|290|1|2025-10-02 15:10:02|
3992|5007449|510|1|0|15321|1|2025-10-28 12:19:03|
3992|5007394|510|15|0|290|1|2025-10-16 19:48:03|
3992|5007790|510|23|0|46|1|2025-10-27 17:18:03|
3992|5007704|510|15|0|290|1|2025-10-21 16:17:00|
3992|5007164|510|1|0|10197|1|2025-10-02 16:12:03|
3992|5007236|510|1|0|10729|1|2025-10-15 15:12:01|
3992|5007832|510|23|0|46|1|2025-10-27 19:03:05|
3992|5007128|510|23|0|46|1|2025-10-03 14:21:03|
3992|5007109|510|23|0|46|1|2025-10-03 14:21:06|
3992|5007299|510|1|0|8452|1|2025-10-10 19:21:01|
3992|5007378|510|15|0|290|1|2025-10-16 21:42:02|
3992|5007830|510|15|0|290|1|2025-10-27 19:03:02|
3992|5007708|510|1|0|11230|1|2025-10-21 16:17:02|
3992|5006413|510|15|0|290|1|2025-10-10 17:38:02|
3992|5007272|510|23|0|46|1|2025-10-15 15:34:00|
3992|5007414|510|1|0|8243|1|2025-10-16 20:49:00|
3992|5007160|510|1|0|10197|1|2025-10-02 16:12:01|
3992|5007422|510|15|0|290|1|2025-10-16 18:31:05|
3992|5007252|510|1|0|12216|1|2025-10-15 16:24:00|
3992|5007732|510|15|0|290|1|2025-10-21 16:19:03|
3992|5007367|510|1|0|12332|1|2025-10-16 19:47:09|
3992|5007361|510|1|0|8057|1|2025-10-16 19:46:03|
3992|5007152|510|15|0|290|1|2025-10-02 15:10:01|
3992|5006734|510|23|0|46|1|2025-10-28 14:09:02|
3992|5007182|510|1|0|8836|1|2025-10-03 10:13:01|
3992|5007261|510|15|0|290|1|2025-10-16 19:47:05|
3992|5007442|510|15|0|290|1|2025-10-17 13:31:04|
3992|5007469|510|23|0|46|1|2025-10-21 16:17:05|
3992|5007394|510|1|0|5131|1|2025-10-16 19:48:03|
3992|5007327|510|23|0|46|1|2025-10-15 13:55:04|
3992|5007151|510|23|0|46|1|2025-10-02 15:10:00|
3992|5007124|510|15|0|290|1|2025-10-03 14:21:02|
3992|5007020|510|15|0|290|1|2025-10-02 17:09:02|
3992|5007828|510|15|0|290|1|2025-10-27 19:03:01|
3992|5007780|510|23|0|46|1|2025-10-28 14:10:01|
3992|5007467|510|23|0|46|1|2025-10-21 16:17:04|
3992|5007269|510|1|0|11600|1|2025-10-15 15:33:04|
3992|5007468|510|1|0|6260|1|2025-10-21 16:17:05|
3992|5007900|510|23|0|46|1|2025-10-29 20:28:02|
3992|5007407|510|23|0|46|1|2025-10-16 19:48:05|
3992|5007866|510|15|0|290|1|2025-10-29 15:09:01|
3992|5007307|510|23|0|46|1|2025-10-17 12:02:04|
3992|5007215|510|1|0|14137|1|2025-10-16 19:47:02|
3992|5007109|510|1|0|7901|1|2025-10-03 14:21:06|
3992|5007155|510|1|0|8609|1|2025-10-02 15:10:02|
3992|5007162|510|15|0|290|1|2025-10-02 16:12:02|
3992|5007464|510|15|0|290|1|2025-10-21 16:17:03|
3992|5007368|510|15|0|290|1|2025-10-16 19:47:07|
3992|5007704|510|1|0|11230|1|2025-10-21 16:17:00|
3992|5007481|510|1|0|18205|1|2025-10-28 12:19:06|
3992|5007280|510|23|0|46|1|2025-10-10 18:07:01|
3992|5007114|510|15|0|290|1|2025-10-10 16:21:04|
3992|5007347|510|23|0|46|1|2025-10-17 12:02:02|
3381|5009420|370|23|0|46|1|2025-10-24 17:25:01|
3992|5007447|510|1|0|15321|1|2025-10-28 12:19:02|
3992|5007741|510|15|0|290|1|2025-10-27 13:11:04|
3992|5007428|510|15|0|290|1|2025-10-16 20:49:01|
3992|5007950|510|15|0|290|1|2025-10-31 18:16:02|
3992|5007955|510|15|0|290|1|2025-10-31 16:51:01|
3992|5007111|510|15|0|290|1|2025-10-27 17:43:04|
3992|5007260|510|23|0|46|1|2025-10-16 20:19:01|
3992|5007866|510|23|0|46|1|2025-10-29 15:09:01|
3992|5007713|510|15|0|290|1|2025-10-21 16:18:04|
3992|5007377|510|23|0|46|1|2025-10-16 21:42:02|
3992|5006986|510|1|0|12755|1|2025-10-02 16:34:02|
3992|5007722|510|23|0|46|1|2025-10-21 17:04:02|
3992|5007468|510|23|0|46|1|2025-10-21 16:17:05|
3992|5007222|510|23|0|46|1|2025-10-13 11:11:02|
3992|5007415|510|1|0|6230|1|2025-10-17 13:31:01|
3992|5007899|510|23|0|46|1|2025-10-29 20:28:01|
3992|5007130|510|23|0|46|1|2025-10-03 14:21:04|
3992|5006781|510|15|0|290|1|2025-10-16 18:38:02|
3992|5007707|510|23|0|46|1|2025-10-21 16:17:02|
3992|5007116|510|1|0|13904|1|2025-10-10 16:21:02|
3992|5006941|510|1|0|15228|1|2025-10-10 17:49:03|
3992|5007018|510|23|0|46|1|2025-10-02 17:09:01|
3992|5007410|510|1|0|18203|1|2025-10-27 13:12:04|
3992|5007737|510|23|0|46|1|2025-10-27 13:10:05|
3992|5007097|510|23|0|46|1|2025-10-03 12:03:01|
3992|5007129|510|15|0|290|1|2025-10-03 14:21:03|
3992|5007378|510|1|0|5600|1|2025-10-16 21:42:02|
3992|5006943|510|15|0|290|1|2025-10-10 17:49:05|
3992|5007219|510|23|0|46|1|2025-10-16 19:47:04|
3992|5006993|510|23|0|46|1|2025-10-02 16:34:05|
3992|5007413|510|1|0|11017|1|2025-10-16 19:11:03|
3992|5007248|510|1|0|6624|1|2025-10-15 16:58:02|
3992|5007714|510|15|0|290|1|2025-10-21 16:18:04|
3992|5007698|510|23|0|46|1|2025-10-21 15:49:00|
3992|5007121|510|15|0|290|1|2025-10-02 16:04:04|
3992|5007265|510|23|0|46|1|2025-10-16 19:47:06|
3992|5007453|510|1|0|15321|1|2025-10-28 12:19:03|
3992|5007332|510|1|0|6811|1|2025-10-15 13:55:03|
3992|5007296|510|1|0|18540|1|2025-10-28 15:14:00|
3992|5007800|510|1|0|8471|1|2025-10-27 18:47:01|
3992|5007217|510|23|0|46|1|2025-10-16 19:47:03|
3992|5007120|510|1|0|6820|1|2025-10-02 16:04:03|
3992|5007141|510|23|0|46|1|2025-10-02 15:12:04|
3992|5007104|510|15|0|290|1|2025-10-03 12:37:00|
3992|5007134|510|15|0|290|1|2025-10-02 15:12:02|
3992|5007742|510|15|0|290|1|2025-10-27 13:11:06|
3992|5007711|510|15|0|290|1|2025-10-21 16:18:03|
3992|5007207|510|23|0|46|1|2025-10-10 16:23:02|
3992|5007222|510|1|0|5545|1|2025-10-13 11:11:02|
3992|5007829|510|15|0|290|1|2025-10-27 19:03:03|
3992|5007255|510|23|0|46|1|2025-10-14 14:47:02|
3992|5007289|510|15|0|290|1|2025-10-10 17:49:01|
3992|5007173|510|15|0|290|1|2025-10-09 13:34:01|
3992|5007401|510|23|0|46|1|2025-10-28 15:35:03|
3992|5007733|510|23|0|46|1|2025-10-27 19:11:02|
3992|5007210|510|15|0|290|1|2025-10-09 18:14:02|
3992|5007279|510|15|0|290|1|2025-10-10 17:58:01|
3992|5007463|510|23|0|46|1|2025-10-21 16:17:02|
3992|5007780|510|15|0|290|1|2025-10-28 14:10:01|
3992|5007875|510|1|0|6268|1|2025-10-29 16:02:02|
3992|5007162|510|23|0|46|1|2025-10-02 16:12:02|
3992|5007137|510|23|0|46|1|2025-10-02 15:12:03|
3992|5007366|510|23|0|46|1|2025-10-16 19:47:09|
3992|5007722|510|15|0|290|1|2025-10-21 17:04:02|
3992|5007880|510|1|0|5551|1|2025-10-29 16:54:01|
3992|5007305|510|15|0|290|1|2025-10-17 12:02:04|
3992|5006411|510|15|0|290|1|2025-10-10 17:37:03|
3992|5007698|510|1|0|12117|1|2025-10-21 15:49:00|
3992|5007007|510|15|0|290|1|2025-10-09 15:58:03|
3992|5007404|510|1|0|6897|1|2025-10-16 19:48:08|
3992|5007480|510|23|0|46|1|2025-10-28 12:19:06|
3992|5007782|510|1|0|6840|1|2025-10-28 14:43:02|
3992|5007833|510|15|0|290|1|2025-10-27 19:03:01|
3992|5007191|510|23|0|46|1|2025-10-10 17:02:01|
3992|5007165|510|23|0|46|1|2025-10-02 16:12:04|
3992|5006667|510|1|0|15951|1|2025-10-10 16:27:01|
3992|5007870|510|15|0|290|1|2025-10-29 16:54:01|
3992|5007309|510|23|0|46|1|2025-10-16 21:23:02|
3992|5007295|510|15|0|290|1|2025-10-13 10:37:01|
3992|5007446|510|23|0|46|1|2025-10-17 13:31:06|
3992|5007472|510|15|0|290|1|2025-10-21 16:17:06|
3992|5007279|510|23|0|46|1|2025-10-10 17:58:01|
3992|5007284|510|1|0|6338|1|2025-10-10 18:39:01|
3992|5007019|510|1|0|12077|1|2025-10-02 17:09:01|
3992|5007358|510|23|0|46|1|2025-10-16 19:46:01|
3992|5007863|510|23|0|46|1|2025-10-29 15:08:02|
3992|5007365|510|1|0|12332|1|2025-10-16 19:47:08|
3992|5006985|510|23|0|46|1|2025-10-02 16:34:01|
3992|5007752|510|15|0|290|1|2025-10-22 17:10:01|
3992|5007419|510|23|0|46|1|2025-10-16 18:31:03|
3992|5007117|510|23|0|46|1|2025-10-10 16:21:02|
3992|5007897|510|15|0|290|1|2025-10-29 20:28:02|
3992|5007727|510|1|0|6840|1|2025-10-27 19:11:02|
3992|5007798|510|15|0|290|1|2025-10-27 18:47:00|
3992|5007151|510|1|0|8609|1|2025-10-02 15:10:00|
3992|5007132|510|1|0|11723|1|2025-10-03 14:21:04|
3992|5007136|510|1|0|6810|1|2025-10-02 15:12:02|
3992|5007246|510|15|0|290|1|2025-10-15 16:16:01|
3992|5007161|510|1|0|10197|1|2025-10-02 16:12:03|
3992|5007262|510|1|0|11316|1|2025-10-16 19:47:05|
