Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
3992|5007951|510|49089099|6|ES|N||2025-10-31 18:16:02|
3992|5006686|510|39239099|2|PS|XVb||2025-10-13 14:44:01|
3992|5007722|510|85365099|32|EN|U|NOM-003-SCFI-2014|2025-10-21 17:04:02|
3992|5006985|510|40114001|4|EN|X|NOM-050-SCFI-2004|2025-10-02 16:34:01|
3992|5007222|510|85071099|10|PS|XVb||2025-10-13 11:11:02|
3992|5006686|510|84833004|27|UM|O||2025-10-13 14:44:01|
3992|5006942|510|85365099|34|ES|N||2025-10-10 17:49:04|
3992|5006673|510|73181599|14|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:02|
3992|5006990|510|82060001|15|UM|O||2025-10-02 16:34:04|
3992|5007464|510|90292006|38|EN|U|NOM-024-SCFI-2013|2025-10-21 16:17:03|
3992|5006943|510|84833004|22|ES|N||2025-10-10 17:49:05|
3992|5007951|510|84073299|15|UM|O||2025-10-31 18:16:02|
3992|5007708|510|84073299|17|ES|N||2025-10-21 16:17:02|
3992|5007428|510|73269099|11|XP|T9|U|2025-10-16 20:49:01|
3992|5007365|510|83100099|12|ES|N||2025-10-16 19:47:08|
3992|5007473|510|84831008|11|ES|N||2025-10-21 16:18:08|
3992|5007950|510|85364199|33|UM|O||2025-10-31 18:16:02|
3992|5006943|510|70091099|10|ES|N||2025-10-10 17:49:05|
3992|5007698|510|49089099|6|EN|X|NOM-050-SCFI-2004|2025-10-21 15:49:00|
3992|5006992|510|85176217|31|UM|O||2025-10-02 16:34:05|
3992|5007110|510|90318099|32|XP|D1|U|2025-10-10 16:21:03|
3992|5006673|510|85176217|35|EN|U|NOM-196-SCFI-2016|2025-10-10 16:27:02|
3992|5006941|510|39269099|3|XP|A1|U|2025-10-10 17:49:03|
3992|5007299|510|84213199|39|UM|O||2025-10-10 19:21:01|
3992|5006990|510|32091002|1|UM|O||2025-10-02 16:34:04|
3992|5007721|510|84213199|13|PS|XVb||2025-10-21 14:05:01|
3992|5007190|510|49089099|8|UM|O||2025-10-10 17:02:00|
3992|5007951|510|85444299|28|PS|XVb||2025-10-31 18:16:02|
3992|5007463|510|40114001|2|EN|X|NOM-050-SCFI-2004|2025-10-21 16:17:02|
3992|5007378|510|49089099|3|ES|N||2025-10-16 21:42:02|
3992|5007370|510|85123099|24|ES|N||2025-10-16 19:47:10|
3992|5007467|510|85176217|22|EN|U|NOM-196-SCFI-2016|2025-10-21 16:17:04|
3992|5007902|510|85176217|19|ES|N||2025-10-29 20:28:04|
3992|5006414|510|85122099|33|ES|N||2025-10-10 17:38:03|
3992|5007464|510|73181599|7|ES|N||2025-10-21 16:17:03|
3992|5007020|510|85364199|28|ES|N||2025-10-02 17:09:02|
3992|5007299|510|85118001|25|ES|N||2025-10-10 19:21:01|
3992|5006942|510|85122001|29|UM|O||2025-10-10 17:49:04|
3992|5007223|510|73181599|5|EC|1||2025-10-10 16:47:01|
3992|5006625|510|90318099|39|UM|O||2025-10-10 17:49:03|
3992|5007153|510|39269099|3|EN|X|NOM-050-SCFI-2004|2025-10-02 15:10:01|
3992|5007470|510|84213199|10|PS|XVb||2025-10-21 16:17:05|
3992|5007288|510|32091002|1|UM|O||2025-10-10 17:49:00|
3992|5007952|510|39269099|2|UM|O||2025-10-31 18:16:02|
3992|5007464|510|70091099|5|ES|N||2025-10-21 16:17:03|
3992|5007271|510|70091099|7|ES|N||2025-10-15 15:33:04|
3992|5007395|510|85122001|15|UM|O||2025-10-16 19:48:04|
3992|5007463|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-21 16:17:02|
3992|5007952|510|83012002|17|ES|N||2025-10-31 18:16:02|
3992|5007221|510|82060001|7|UM|O||2025-10-13 11:11:02|
3992|5007445|510|70091099|5|UM|O||2025-10-17 13:31:05|
3992|5007022|510|84073299|15|EN|X|NOM-050-SCFI-2004|2025-10-02 17:09:03|
3992|5006678|510|39269099|4|EN|U|NOM-002-CONAGUA-2021|2025-10-13 14:44:01|
3992|5007255|510|85122099|29|UM|O||2025-10-14 14:47:02|
3992|5006675|510|70091099|12|UM|O||2025-10-10 16:27:02|
3992|5007191|510|85176217|27|EN|X|NOM-208-SCFI-2016|2025-10-10 17:02:01|
3992|5006869|510|73181599|9|ES|N||2025-10-02 17:09:04|
3992|5007714|510|85123099|20|EN|X|NOM-024-SCFI-2013|2025-10-21 16:18:04|
3992|5007291|510|84831008|31|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:02|
3992|5007950|510|85444299|36|ES|N||2025-10-31 18:16:02|
3992|5007719|510|39269099|2|XP|A1|U|2025-10-21 16:18:07|
3992|5007364|510|85123099|24|UM|O||2025-10-16 19:47:08|
3992|5007269|510|85176217|26|EN|U|NOM-218-SCFI-2017|2025-10-15 15:33:04|
3992|5007709|510|85176217|31|EN|U|NOM-221-SCFI-2017|2025-10-21 16:18:01|
3992|5007950|510|39269099|3|XP|S1|U|2025-10-31 18:16:02|
3992|5007284|510|85122001|16|EN|X|NOM-024-SCFI-2013|2025-10-10 18:39:01|
3992|5007705|510|84099199|18|ES|N||2025-10-21 16:17:01|
3992|5007150|510|85071099|19|ES|N||2025-10-02 15:23:01|
3992|5006678|510|85176217|35|EN|U|NOM-196-SCFI-2016|2025-10-13 14:44:01|
3992|5006667|510|39269099|4|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:01|
3992|5007281|510|73181599|5|EN|X|NOM-050-SCFI-2004|2025-10-13 11:49:01|
3992|5007221|510|84099199|8|EN|E|NOM-050-SCFI-2004|2025-10-13 11:11:02|
3992|5007160|510|84831008|14|EN|X|NOM-050-SCFI-2004|2025-10-02 16:12:01|
3992|5007465|510|85044017|19|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:03|
3992|5006667|510|85365099|37|EN|U|NOM-003-SCFI-2014|2025-10-10 16:27:01|
3992|5007955|510|84212301|19|UM|O||2025-10-31 16:51:01|
3992|5007349|510|73182291|11|EN|X|NOM-050-SCFI-2004|2025-10-17 12:02:04|
3992|5007424|510|85113005|19|UM|O||2025-10-16 18:31:05|
3992|5007424|510|85443099|27|EN|E|NOM-024-SCFI-2013|2025-10-16 18:31:05|
3992|5007714|510|85113005|16|UM|O||2025-10-21 16:18:04|
3992|5007860|510|82060001|15|EN|X|NOM-050-SCFI-2004|2025-10-29 15:08:00|
3992|5007299|510|39269099|4|XP|S3|U|2025-10-10 19:21:01|
3992|5007684|510|85364199|27|ES|N||2025-10-21 16:19:02|
3992|5006989|510|48211001|7|ES|N||2025-10-02 16:34:03|
3992|5007116|510|73181599|6|EN|X|NOM-050-SCFI-2004|2025-10-10 16:21:02|
3992|5007292|510|85122001|35|ES|N||2025-10-10 17:49:02|
3992|5007294|510|39269099|41|XP|S1|U|2025-10-10 19:18:01|
3992|5007338|510|85118001|19|UM|O||2025-10-13 18:32:00|
3992|5006992|510|85113005|25|ES|N||2025-10-02 16:34:05|
3992|5007466|510|85122001|20|UM|O||2025-10-21 16:17:04|
3992|5006941|510|85071099|24|UM|O||2025-10-10 17:49:03|
3992|5007860|510|85176217|31|ES|N||2025-10-29 15:08:00|
3992|5007466|510|73181599|7|EC|1||2025-10-21 16:17:04|
3992|5007220|510|85364199|32|ES|N||2025-10-16 19:47:04|
3992|5007268|510|85123099|25|EN|X|NOM-024-SCFI-2013|2025-10-15 15:33:04|
3992|5007466|510|40114001|2|ES|N||2025-10-21 16:17:04|
3992|5007105|510|84073299|13|EN|X|NOM-050-SCFI-2004|2025-10-28 13:14:01|
3992|5006667|510|40114001|5|ES|N||2025-10-10 16:27:01|
3992|5007704|510|84831008|22|ES|N||2025-10-21 16:17:00|
3992|5007164|510|70091099|6|UM|O||2025-10-02 16:12:03|
3992|5007284|510|85123099|17|EN|X|NOM-024-SCFI-2013|2025-10-10 18:39:01|
3992|5007205|510|85122099|19|ES|N||2025-10-10 16:23:02|
3992|5007202|510|85122001|21|UM|O||2025-10-13 11:11:01|
3992|5006942|510|84833004|22|UM|O||2025-10-10 17:49:04|
3992|5007163|510|85071099|16|PS|XVb||2025-10-02 16:12:02|
3992|5007704|510|85176217|31|EN|U|NOM-218-SCFI-2017|2025-10-21 16:17:00|
3992|5007294|510|83100099|16|UM|O||2025-10-10 19:18:01|
3992|5007865|510|85365099|33|EN|X|NOM-024-SCFI-2013|2025-10-29 15:08:03|
3992|5007682|510|73181599|9|UM|O||2025-10-21 16:19:02|
3992|5007252|510|85118001|20|EN|X|NOM-024-SCFI-2013|2025-10-15 16:24:00|
3992|5007237|510|85123099|28|ES|N||2025-10-15 15:12:02|
3992|5007712|510|49089099|4|UM|O||2025-10-21 16:18:04|
3992|5007842|510|85365099|31|EN|U|NOM-003-SCFI-2014|2025-10-31 19:49:00|
3992|5006872|510|73181599|8|UM|O||2025-10-10 17:49:05|
3992|5007715|510|49089099|4|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:05|
3992|5006870|510|85118001|23|ES|N||2025-10-02 17:09:05|
3992|5007191|510|82060001|13|UM|O||2025-10-10 17:02:01|
3992|5006411|510|49089099|10|UM|O||2025-10-10 17:37:03|
3992|5006673|510|49089099|11|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:02|
3992|5007191|510|90292006|36|EN|U|NOM-024-SCFI-2013|2025-10-10 17:02:01|
3992|5006994|510|85365099|33|EN|X|NOM-024-SCFI-2013|2025-10-02 16:34:05|
3992|5007002|510|70091099|6|ES|N||2025-10-22 15:24:01|
3992|5006678|510|85122001|32|ES|N||2025-10-13 14:44:01|
3992|5007866|510|85176217|31|ES|N||2025-10-29 15:09:01|
3992|5007704|510|90318099|7|ES|N||2025-10-21 16:17:00|
3992|5007359|510|73181599|10|UM|O||2025-10-16 19:46:02|
3992|5007246|510|84213199|29|PS|XVb||2025-10-15 16:16:01|
3992|5007450|510|85123099|20|UM|O||2025-10-17 13:31:07|
3992|5007950|510|40169304|6|ES|N||2025-10-31 18:16:02|
3992|5006413|510|85113005|30|UM|O||2025-10-10 17:38:02|
3992|5007712|510|85122001|19|ES|N||2025-10-21 16:18:04|
3992|5007020|510|85365099|29|UM|O||2025-10-02 17:09:02|
3992|5006411|510|85444299|39|UM|O||2025-10-10 17:37:03|
3992|5007289|510|85364199|39|UM|O||2025-10-10 17:49:01|
3992|5007110|510|40114001|2|EN|X|NOM-050-SCFI-2004|2025-10-10 16:21:03|
3992|5007112|510|85122099|22|EN|X|NOM-024-SCFI-2013|2025-10-10 16:21:03|
3992|5007140|510|85118001|17|EN|X|NOM-024-SCFI-2013|2025-10-02 15:12:04|
3992|5007699|510|73181599|10|ES|N||2025-10-21 15:49:01|
3992|5006626|510|85176217|30|EN|U|NOM-001-SCFI-2018|2025-10-10 17:49:04|
3992|5007955|510|49089099|5|EN|X|NOM-050-SCFI-2004|2025-10-31 16:51:01|
3992|5007463|510|85044017|19|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:02|
3992|5007252|510|40114001|2|ES|N||2025-10-15 16:24:00|
3992|5007414|510|85365099|33|ES|N||2025-10-16 20:49:00|
3992|5007701|510|39239099|1|PS|XVb||2025-10-21 15:50:01|
3992|5007447|510|84831008|16|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:02|
3992|5007279|510|39269099|1|EN|U|NOM-002-CONAGUA-2021|2025-10-10 17:58:01|
3992|5007473|510|90292006|25|EN|U|NOM-024-SCFI-2013|2025-10-21 16:18:08|
3992|5007021|510|85365099|29|ES|N||2025-10-02 17:09:02|
3992|5006942|510|70091099|10|ES|N||2025-10-10 17:49:04|
3992|5007295|510|85176217|31|EN|U|NOM-218-SCFI-2017|2025-10-13 10:37:01|
3992|5006667|510|39269099|4|XP|S3|U|2025-10-10 16:27:01|
3992|5006667|510|49089099|11|UM|O||2025-10-10 16:27:01|
3992|5007138|510|83012002|9|EN|U|NOM-050-SCFI-2004|2025-10-02 15:12:03|
3992|5007684|510|84831008|18|UM|O||2025-10-21 16:19:02|
3992|5006626|510|49089099|9|UM|O||2025-10-10 17:49:04|
3992|5007805|510|85123099|42|ES|N||2025-10-30 17:57:00|
3992|5007705|510|85071099|24|UM|O||2025-10-21 16:17:01|
3992|5007418|510|39269099|1|XP|A1|U|2025-10-16 18:31:03|
3992|5007370|510|85071099|18|PS|XVb||2025-10-16 19:47:10|
3992|5007709|510|84818099|20|ES|N||2025-10-21 16:18:01|
3992|5007948|510|85364199|27|ES|N||2025-10-31 17:23:01|
3992|5006626|510|85071099|23|ES|N||2025-10-10 17:49:04|
3992|5007709|510|85176217|31|EN|U|NOM-218-SCFI-2017|2025-10-21 16:18:01|
3992|5007161|510|85443099|25|UM|O||2025-10-02 16:12:03|
3992|5006667|510|85113005|30|EN|E|NOM-024-SCFI-2013|2025-10-10 16:27:01|
3992|5007286|510|85364199|19|UM|O||2025-10-10 18:39:02|
3992|5007222|510|84213199|9|PS|XVb||2025-10-13 11:11:02|
3992|5007289|510|84073299|26|UM|O||2025-10-10 17:49:01|
3992|5006986|510|85122001|28|UM|O||2025-10-02 16:34:02|
3992|5007444|510|73181599|6|EN|X|NOM-050-SCFI-2004|2025-10-17 13:31:05|
3992|5006872|510|90292006|32|EN|U|NOM-024-SCFI-2013|2025-10-10 17:49:05|
3992|5007860|510|70091099|11|ES|N||2025-10-29 15:08:00|
3992|5007474|510|84133099|32|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:08|
3992|5007265|510|85365099|33|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:06|
3992|5007408|510|73181599|6|UM|O||2025-10-16 19:48:06|
3992|5007717|510|84213199|12|PS|XVb||2025-10-21 16:18:06|
3992|5007951|510|85122001|21|UM|O||2025-10-31 18:16:02|
3992|5007110|510|39269099|1|EN|U|NOM-002-CONAGUA-2021|2025-10-10 16:21:03|
3992|5007709|510|85364199|32|ES|N||2025-10-21 16:18:01|
3992|5007021|510|73181606|11|UM|O||2025-10-02 17:09:02|
3992|5007191|510|83012002|14|ES|N||2025-10-10 17:02:01|
3992|5007117|510|85365099|26|ES|N||2025-10-10 16:21:02|
3992|5006413|510|85123099|34|UM|O||2025-10-10 17:38:02|
3992|5007284|510|83012002|6|ES|N||2025-10-10 18:39:01|
3992|5006869|510|49089099|6|ES|N||2025-10-02 17:09:04|
3992|5007350|510|73182291|11|ES|N||2025-10-17 12:02:05|
3992|5007190|510|90318099|37|ES|N||2025-10-10 17:02:00|
3992|5007951|510|85123099|26|EN|X|NOM-024-SCFI-2013|2025-10-31 18:16:02|
3992|5007720|510|85071099|15|ES|N||2025-10-21 16:18:07|
3992|5007395|510|85071099|13|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:04|
3992|5007368|510|85443099|28|EN|E|NOM-024-SCFI-2013|2025-10-16 19:47:07|
3992|5007682|510|85123099|25|EN|X|NOM-024-SCFI-2013|2025-10-21 16:19:02|
3992|5007950|510|85365099|34|EN|U|NOM-003-SCFI-2014|2025-10-31 18:16:02|
3992|5007190|510|85118001|22|UM|O||2025-10-10 17:02:00|
3992|5007698|510|49089099|6|ES|N||2025-10-21 15:49:00|
3992|5007020|510|83012002|14|EN|X|NOM-050-SCFI-2004|2025-10-02 17:09:02|
3992|5007191|510|84831008|19|ES|N||2025-10-10 17:02:01|
3992|5007114|510|85365099|26|ES|N||2025-10-10 16:21:04|
3992|5006939|510|39269099|3|ES|N||2025-10-10 18:26:01|
3992|5007191|510|84831008|19|EN|X|NOM-050-SCFI-2004|2025-10-10 17:02:01|
3992|5006985|510|39269099|3|UM|O||2025-10-02 16:34:01|
3992|5007713|510|85176217|21|EN|U|NOM-221-SCFI-2017|2025-10-21 16:18:04|
3992|5007292|510|90292006|30|ES|N||2025-10-10 17:49:02|
3992|5007951|510|85122001|23|ES|N||2025-10-31 18:16:02|
3992|5007703|510|85176217|27|UM|O||2025-10-21 16:00:13|
3992|5007269|510|49089099|5|EN|X|NOM-050-SCFI-2004|2025-10-15 15:33:04|
3992|5007375|510|90318099|18|XP|D1|U|2025-10-16 21:42:01|
3992|5007703|510|70091099|7|ES|N||2025-10-21 16:00:13|
3992|5007898|510|85123099|18|ES|N||2025-10-29 20:28:03|
3992|5007281|510|85365099|13|EN|U|NOM-003-SCFI-2014|2025-10-13 11:49:01|
3992|5007714|510|70091099|5|UM|O||2025-10-21 16:18:04|
3992|5007143|510|73181599|6|EC|1||2025-10-02 15:12:05|
3992|5006667|510|39269099|4|EN|U|NOM-002-CONAGUA-2021|2025-10-10 16:27:01|
3992|5007284|510|90292006|26|UM|O||2025-10-10 18:39:01|
3992|5007337|510|90318099|33|XP|D1|U|2025-10-13 18:20:01|
3992|5006411|510|84099199|22|EN|X|NOM-050-SCFI-2004|2025-10-10 17:37:03|
3992|5007143|510|85176217|21|ES|N||2025-10-02 15:12:05|
3992|5007714|510|39269099|2|XP|S1|U|2025-10-21 16:18:04|
3992|5006675|510|49089099|10|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:02|
3992|5007948|510|85364199|27|UM|O||2025-10-31 17:23:01|
3992|5007709|510|83012002|16|EN|U|NOM-050-SCFI-2004|2025-10-21 16:18:01|
3992|5007356|510|84213199|17|EN|X|NOM-050-SCFI-2004|2025-10-16 19:46:00|
3992|5007364|510|85122001|22|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:08|
3992|5007474|510|85365099|20|EN|X|NOM-024-SCFI-2013|2025-10-21 16:18:08|
3992|5007866|510|70091099|11|EN|X|NOM-050-SCFI-2004|2025-10-29 15:09:01|
3992|5007290|510|85176217|38|EN|U|NOM-019-SCFI-1998|2025-10-10 17:49:01|
3992|5007709|510|85176217|31|EN|U|NOM-019-SCFI-1998|2025-10-21 16:18:01|
3992|5007019|510|73181606|11|UM|O||2025-10-02 17:09:01|
3992|5007338|510|85122001|24|ES|N||2025-10-13 18:32:00|
3992|5006675|510|85122001|32|EN|X|NOM-024-SCFI-2013|2025-10-10 16:27:02|
3992|5006939|510|85044017|23|UM|O||2025-10-10 18:26:01|
3992|5007202|510|49089099|4|UM|O||2025-10-13 11:11:01|
3992|5007143|510|85113005|16|UM|O||2025-10-02 15:12:05|
3992|5007700|510|73181599|10|UM|O||2025-10-21 15:50:01|
3992|5007290|510|84099199|27|EN|E|NOM-050-SCFI-2004|2025-10-10 17:49:01|
3992|5007955|510|84821099|21|EN|X|NOM-050-SCFI-2004|2025-10-31 16:51:01|
3992|5007710|510|90318099|7|UM|O||2025-10-21 16:18:02|
3992|5007265|510|70091099|8|ES|N||2025-10-16 19:47:06|
3992|5007269|510|84099199|15|UM|O||2025-10-15 15:33:04|
3992|5007466|510|85364199|23|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:04|
3992|5007950|510|85364199|33|ES|N||2025-10-31 18:16:02|
3992|5006941|510|85122001|28|ES|N||2025-10-10 17:49:03|
3992|5007463|510|85071099|20|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:02|
3992|5007136|510|83012002|8|UM|O||2025-10-02 15:12:02|
3992|5007299|510|84099199|20|EN|E|NOM-050-SCFI-2004|2025-10-10 19:21:01|
3992|5006686|510|85365099|37|ES|N||2025-10-13 14:44:01|
3992|5006411|510|84833004|27|ES|N||2025-10-10 17:37:03|
3992|5007201|510|85044017|16|UM|O||2025-10-10 16:23:01|
3992|5006991|510|85044099|23|EN|U|NOM-024-SCFI-2013|2025-10-02 16:34:04|
3992|5007720|510|84831008|14|ES|N||2025-10-21 16:18:07|
3992|5006411|510|85176217|35|EN|U|NOM-221-SCFI-2017|2025-10-10 17:37:03|
3992|5007453|510|70091099|5|UM|O||2025-10-28 12:19:03|
3992|5007448|510|83012002|9|ES|N||2025-10-17 13:31:06|
3992|5007415|510|85443099|23|ES|N||2025-10-17 13:31:01|
3992|5007393|510|85071099|13|EN|X|NOM-024-SCFI-2013|2025-10-16 20:20:01|
3992|5007714|510|85176217|21|EN|U|NOM-221-SCFI-2017|2025-10-21 16:18:04|
3992|5007955|510|85365099|36|EN|X|NOM-024-SCFI-2013|2025-10-31 16:51:01|
3992|5006414|510|85113005|30|ES|N||2025-10-10 17:38:03|
3992|5007718|510|85123099|20|UM|O||2025-10-21 16:18:06|
3992|5007022|510|40114001|2|UM|O||2025-10-02 17:09:03|
3992|5007338|510|73181606|10|ES|N||2025-10-13 18:32:00|
3992|5007281|510|85071099|10|EN|X|NOM-024-SCFI-2013|2025-10-13 11:49:01|
3992|5007286|510|85113005|14|ES|N||2025-10-10 18:39:02|
3992|5006413|510|40169304|6|ES|N||2025-10-10 17:38:02|
3992|5007122|510|85122001|19|EN|X|NOM-024-SCFI-2013|2025-10-02 16:04:04|
3992|5007712|510|90292006|24|EN|U|NOM-024-SCFI-2013|2025-10-21 16:18:04|
3992|5006675|510|85176217|35|EN|X|NOM-208-SCFI-2016|2025-10-10 16:27:02|
3992|5007951|510|84831008|35|EN|X|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007467|510|73181599|6|EC|1||2025-10-21 16:17:04|
3992|5007366|510|85123099|24|UM|O||2025-10-16 19:47:09|
3992|5007409|510|85123099|20|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:07|
3992|5007710|510|85129007|30|EN|U|NOM-050-SCFI-2004|2025-10-21 16:18:02|
3992|5007951|510|85444299|28|ES|N||2025-10-31 18:16:02|
3992|5006623|510|84818099|20|EN|U|NOM-002-CONAGUA-2021|2025-10-10 17:49:02|
3992|5007466|510|85365099|25|ES|N||2025-10-21 16:17:04|
3992|5007151|510|85364199|27|EN|X|NOM-024-SCFI-2013|2025-10-02 15:10:00|
3992|5007203|510|84073299|12|UM|O||2025-10-13 11:11:01|
3992|5006623|510|85176217|30|EN|U|NOM-196-SCFI-2016|2025-10-10 17:49:02|
3992|5006667|510|73181599|14|EC|1||2025-10-10 16:27:01|
3992|5007294|510|90261007|38|UM|O||2025-10-10 19:18:01|
3992|5006870|510|73181599|10|ES|N||2025-10-02 17:09:05|
3992|5007469|510|85443099|18|ES|N||2025-10-21 16:17:05|
3992|5007286|510|85176217|18|EN|U|NOM-001-SCFI-2018|2025-10-10 18:39:02|
3992|5007950|510|85122001|28|ES|N||2025-10-31 18:16:02|
3992|5007709|510|40114001|3|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:01|
3992|5007366|510|70091099|6|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:09|
3992|5007428|510|85118001|27|EN|X|NOM-024-SCFI-2013|2025-10-16 20:49:01|
3992|5007465|510|85122001|26|ES|N||2025-10-21 16:17:03|
3992|5007276|510|85118001|22|UM|O||2025-10-28 13:51:03|
3992|5007284|510|90318099|28|ES|N||2025-10-10 18:39:01|
3992|5007683|510|85364199|27|ES|N||2025-10-21 16:19:02|
3992|5006870|510|85176217|27|EN|U|NOM-218-SCFI-2017|2025-10-02 17:09:05|
3992|5007259|510|48211001|7|EN|X|NOM-050-SCFI-2004|2025-10-14 14:48:02|
3992|5006939|510|73181599|12|EN|X|NOM-050-SCFI-2004|2025-10-10 18:26:01|
3992|5006623|510|85365099|32|UM|O||2025-10-10 17:49:02|
3992|5007207|510|85118001|16|ES|N||2025-10-10 16:23:02|
3992|5006870|510|85122001|25|EN|X|NOM-024-SCFI-2013|2025-10-02 17:09:05|
3992|5007701|510|73181599|9|ES|N||2025-10-21 15:50:01|
3992|5006626|510|90292006|38|EN|U|NOM-024-SCFI-2013|2025-10-10 17:49:04|
3992|5007842|510|84831008|23|UM|O||2025-10-31 19:49:00|
3992|5007708|510|85176217|31|EN|U|NOM-001-SCFI-2018|2025-10-21 16:17:02|
3992|5007408|510|85071099|15|ES|N||2025-10-16 19:48:06|
3992|5007357|510|39233002|2|EN|X|NOM-050-SCFI-2004|2025-10-16 19:46:01|
3992|5007473|510|49089099|3|ES|N||2025-10-21 16:18:08|
3992|5007805|510|84821099|27|ES|N||2025-10-30 17:57:00|
3992|5007117|510|84073299|9|ES|N||2025-10-10 16:21:02|
3992|5007349|510|84213199|15|PS|XVb||2025-10-17 12:02:04|
3992|5007122|510|85119006|18|ES|N||2025-10-02 16:04:04|
3992|5007337|510|90292006|32|UM|O||2025-10-13 18:20:01|
3992|5007221|510|84213199|9|ES|N||2025-10-13 11:11:02|
3992|5006411|510|85113005|30|EN|E|NOM-024-SCFI-2013|2025-10-10 17:37:03|
3992|5007289|510|85176217|38|EN|U|NOM-196-SCFI-2016|2025-10-10 17:49:01|
3992|5007164|510|84831008|14|UM|O||2025-10-02 16:12:03|
3992|5007698|510|85443099|30|EN|E|NOM-024-SCFI-2013|2025-10-21 15:49:00|
3992|5007115|510|85365099|26|EN|U|NOM-003-SCFI-2014|2025-10-10 16:21:01|
3992|5007898|510|85118001|15|EN|X|NOM-024-SCFI-2013|2025-10-29 20:28:03|
3992|5007698|510|84099199|16|ES|N||2025-10-21 15:49:00|
3992|5007403|510|85071099|15|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:07|
3992|5007214|510|82060001|11|ES|N||2025-10-16 19:47:01|
3992|5007721|510|85443099|24|ES|N||2025-10-21 14:05:01|
3992|5007902|510|85122001|17|UM|O||2025-10-29 20:28:04|
3992|5006626|510|85365099|32|EN|X|NOM-024-SCFI-2013|2025-10-10 17:49:04|
3992|5007349|510|85122001|17|EN|X|NOM-024-SCFI-2013|2025-10-17 12:02:04|
3992|5007151|510|39269099|3|XP|A1|U|2025-10-02 15:10:00|
3992|5006411|510|39269099|4|UM|O||2025-10-10 17:37:03|
3992|5007202|510|84834009|15|UM|O||2025-10-13 11:11:01|
3992|5007286|510|83012002|6|UM|O||2025-10-10 18:39:02|
3992|5007289|510|83012002|25|EN|U|NOM-050-SCFI-2004|2025-10-10 17:49:01|
3992|5007122|510|84213199|12|PS|XVb||2025-10-02 16:04:04|
3992|5007698|510|85123099|26|UM|O||2025-10-21 15:49:00|
3992|5007202|510|85176217|24|EN|U|NOM-218-SCFI-2017|2025-10-13 11:11:01|
3992|5007900|510|85118001|15|UM|O||2025-10-29 20:28:02|
3992|5007719|510|70091099|5|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:07|
3992|5007375|510|73181599|6|ES|N||2025-10-16 21:42:01|
3992|5007375|510|73181599|5|ES|N||2025-10-16 21:42:01|
3992|5007440|510|39269099|2|ES|N||2025-10-17 13:31:03|
3992|5007877|510|49089099|4|EN|X|NOM-050-SCFI-2004|2025-10-29 16:02:03|
3992|5007281|510|85123099|12|UM|O||2025-10-13 11:49:01|
3992|5007710|510|85365099|33|EN|U|NOM-003-SCFI-2014|2025-10-21 16:18:02|
3992|5007120|510|70091099|5|EN|X|NOM-050-SCFI-2004|2025-10-02 16:04:03|
3992|5006625|510|49089099|8|ES|N||2025-10-10 17:49:03|
3992|5007190|510|39233002|2|ES|N||2025-10-10 17:02:00|
3992|5006939|510|73269099|16|XP|T9|U|2025-10-10 18:26:01|
3992|5007292|510|39269099|4|EN|U|NOM-002-CONAGUA-2021|2025-10-10 17:49:02|
3992|5007120|510|85122099|20|ES|N||2025-10-02 16:04:03|
3992|5007707|510|40169304|4|EN|U|NOM-002-CONAGUA-2021|2025-10-21 16:17:02|
3992|5007202|510|70091099|5|ES|N||2025-10-13 11:11:01|
3992|5006733|510|85123099|28|ES|N||2025-10-28 14:09:01|
3992|5007682|510|85444299|31|ES|N||2025-10-21 16:19:02|
3992|5007392|510|85176217|6|EN|U|NOM-016-SCFI-1993|2025-10-16 19:48:03|
3992|5007403|510|85123099|21|ES|N||2025-10-16 19:48:07|
3992|5007718|510|85364199|22|ES|N||2025-10-21 16:18:06|
3992|5007865|510|39269099|3|XP|S3|U|2025-10-29 15:08:03|
3992|5007299|510|39269099|1|EN|X|NOM-050-SCFI-2004|2025-10-10 19:21:01|
